analysis	correlation_type	network_pair	condition_contrast	participant	complete	sham_z	rtpj_z	vlpfc_z	both_z	delta_fisher_z
smith09-reward_denoised	full	auditory__left-fpn	both-minus-mean-rtpj-vlpfc	sub-189	true	0.02151029399	-0.1961415726	-0.3142966359	-0.1182854771	0.1369336272
smith09-reward_denoised	full	auditory__left-fpn	mean-stimulation-minus-sham	sub-189	true	0.02151029399	-0.1961415726	-0.3142966359	-0.1182854771	-0.2310848559
smith09-reward_denoised	full	auditory__right-fpn	both-minus-sham	sub-189	true	0.02858115812	0.1084994309	-0.1092443643	-0.2839630209	-0.312544179
smith09-reward_denoised	full	auditory__right-fpn	both-minus-rtpj	sub-189	true	0.02858115812	0.1084994309	-0.1092443643	-0.2839630209	-0.3924624518
smith09-reward_denoised	full	auditory__right-fpn	both-minus-vlpfc	sub-189	true	0.02858115812	0.1084994309	-0.1092443643	-0.2839630209	-0.1747186566
smith09-reward_denoised	full	auditory__right-fpn	rtpj-minus-vlpfc	sub-189	true	0.02858115812	0.1084994309	-0.1092443643	-0.2839630209	0.2177437952
smith09-reward_denoised	full	auditory__right-fpn	rtpj-minus-sham	sub-189	true	0.02858115812	0.1084994309	-0.1092443643	-0.2839630209	0.07991827278
smith09-reward_denoised	full	auditory__right-fpn	vlpfc-minus-sham	sub-189	true	0.02858115812	0.1084994309	-0.1092443643	-0.2839630209	-0.1378255224
smith09-reward_denoised	full	auditory__right-fpn	both-minus-mean-rtpj-vlpfc	sub-189	true	0.02858115812	0.1084994309	-0.1092443643	-0.2839630209	-0.2835905542
smith09-reward_denoised	full	auditory__right-fpn	mean-stimulation-minus-sham	sub-189	true	0.02858115812	0.1084994309	-0.1092443643	-0.2839630209	-0.1234838096
smith09-reward_denoised	full	dmn__auditory	both-minus-sham	sub-189	true	-0.5569310637	-0.4690381777	-0.5529411703	-0.4780909194	0.0788401443
smith09-reward_denoised	full	dmn__auditory	both-minus-rtpj	sub-189	true	-0.5569310637	-0.4690381777	-0.5529411703	-0.4780909194	-0.0090527417
smith09-reward_denoised	full	dmn__auditory	both-minus-vlpfc	sub-189	true	-0.5569310637	-0.4690381777	-0.5529411703	-0.4780909194	0.0748502509
smith09-reward_denoised	full	dmn__auditory	rtpj-minus-vlpfc	sub-189	true	-0.5569310637	-0.4690381777	-0.5529411703	-0.4780909194	0.0839029926
smith09-reward_denoised	full	dmn__auditory	rtpj-minus-sham	sub-189	true	-0.5569310637	-0.4690381777	-0.5529411703	-0.4780909194	0.087892886
smith09-reward_denoised	full	dmn__auditory	vlpfc-minus-sham	sub-189	true	-0.5569310637	-0.4690381777	-0.5529411703	-0.4780909194	0.0039898934
smith09-reward_denoised	full	dmn__auditory	both-minus-mean-rtpj-vlpfc	sub-189	true	-0.5569310637	-0.4690381777	-0.5529411703	-0.4780909194	0.0328987546
smith09-reward_denoised	full	dmn__auditory	mean-stimulation-minus-sham	sub-189	true	-0.5569310637	-0.4690381777	-0.5529411703	-0.4780909194	0.05690764123
smith09-reward_denoised	full	dmn__brain-reward-signature	both-minus-sham	sub-189	true	0.05947894452	-0.01534848899	-0.003398239463	-0.1121902523	-0.1716691968
smith09-reward_denoised	full	dmn__brain-reward-signature	both-minus-rtpj	sub-189	true	0.05947894452	-0.01534848899	-0.003398239463	-0.1121902523	-0.09684176331
smith09-reward_denoised	full	dmn__brain-reward-signature	both-minus-vlpfc	sub-189	true	0.05947894452	-0.01534848899	-0.003398239463	-0.1121902523	-0.1087920128
smith09-reward_denoised	full	dmn__brain-reward-signature	rtpj-minus-vlpfc	sub-189	true	0.05947894452	-0.01534848899	-0.003398239463	-0.1121902523	-0.01195024953
smith09-reward_denoised	full	dmn__brain-reward-signature	rtpj-minus-sham	sub-189	true	0.05947894452	-0.01534848899	-0.003398239463	-0.1121902523	-0.07482743351
smith09-reward_denoised	full	dmn__brain-reward-signature	vlpfc-minus-sham	sub-189	true	0.05947894452	-0.01534848899	-0.003398239463	-0.1121902523	-0.06287718398
smith09-reward_denoised	full	dmn__brain-reward-signature	both-minus-mean-rtpj-vlpfc	sub-189	true	0.05947894452	-0.01534848899	-0.003398239463	-0.1121902523	-0.1028168881
smith09-reward_denoised	full	dmn__brain-reward-signature	mean-stimulation-minus-sham	sub-189	true	0.05947894452	-0.01534848899	-0.003398239463	-0.1121902523	-0.1031246048
smith09-reward_denoised	full	dmn__ecn	both-minus-sham	sub-189	true	0.3035844039	0.3891779877	0.3342784472	0.2846014201	-0.0189829838
smith09-reward_denoised	full	dmn__ecn	both-minus-rtpj	sub-189	true	0.3035844039	0.3891779877	0.3342784472	0.2846014201	-0.1045765676
smith09-reward_denoised	full	dmn__ecn	both-minus-vlpfc	sub-189	true	0.3035844039	0.3891779877	0.3342784472	0.2846014201	-0.0496770271
smith09-reward_denoised	full	dmn__ecn	rtpj-minus-vlpfc	sub-189	true	0.3035844039	0.3891779877	0.3342784472	0.2846014201	0.0548995405
smith09-reward_denoised	full	dmn__ecn	rtpj-minus-sham	sub-189	true	0.3035844039	0.3891779877	0.3342784472	0.2846014201	0.0855935838
smith09-reward_denoised	full	dmn__ecn	vlpfc-minus-sham	sub-189	true	0.3035844039	0.3891779877	0.3342784472	0.2846014201	0.0306940433
smith09-reward_denoised	full	dmn__ecn	both-minus-mean-rtpj-vlpfc	sub-189	true	0.3035844039	0.3891779877	0.3342784472	0.2846014201	-0.07712679735
smith09-reward_denoised	full	dmn__ecn	mean-stimulation-minus-sham	sub-189	true	0.3035844039	0.3891779877	0.3342784472	0.2846014201	0.0324348811
smith09-reward_denoised	full	dmn__left-fpn	both-minus-sham	sub-189	true	-0.1183588678	-0.04573577645	0.1358723777	-0.2628763138	-0.144517446
smith09-reward_denoised	full	dmn__left-fpn	both-minus-rtpj	sub-189	true	-0.1183588678	-0.04573577645	0.1358723777	-0.2628763138	-0.2171405373
smith09-reward_denoised	full	dmn__left-fpn	both-minus-vlpfc	sub-189	true	-0.1183588678	-0.04573577645	0.1358723777	-0.2628763138	-0.3987486915
smith09-reward_denoised	full	dmn__left-fpn	rtpj-minus-vlpfc	sub-189	true	-0.1183588678	-0.04573577645	0.1358723777	-0.2628763138	-0.1816081541
smith09-reward_denoised	full	dmn__left-fpn	rtpj-minus-sham	sub-189	true	-0.1183588678	-0.04573577645	0.1358723777	-0.2628763138	0.07262309135
smith09-reward_denoised	full	dmn__left-fpn	vlpfc-minus-sham	sub-189	true	-0.1183588678	-0.04573577645	0.1358723777	-0.2628763138	0.2542312455
smith09-reward_denoised	full	dmn__left-fpn	both-minus-mean-rtpj-vlpfc	sub-189	true	-0.1183588678	-0.04573577645	0.1358723777	-0.2628763138	-0.3079446144
smith09-reward_denoised	full	dmn__left-fpn	mean-stimulation-minus-sham	sub-189	true	-0.1183588678	-0.04573577645	0.1358723777	-0.2628763138	0.06077896362
smith09-reward_denoised	full	dmn__right-fpn	both-minus-sham	sub-189	true	-0.1711535444	-0.1332022199	-0.1010124696	-0.08165496338	0.08949858102
smith09-reward_denoised	full	dmn__right-fpn	both-minus-rtpj	sub-189	true	-0.1711535444	-0.1332022199	-0.1010124696	-0.08165496338	0.05154725652
smith09-reward_denoised	full	dmn__right-fpn	both-minus-vlpfc	sub-189	true	-0.1711535444	-0.1332022199	-0.1010124696	-0.08165496338	0.01935750622
smith09-reward_denoised	full	dmn__right-fpn	rtpj-minus-vlpfc	sub-189	true	-0.1711535444	-0.1332022199	-0.1010124696	-0.08165496338	-0.0321897503
smith09-reward_denoised	full	dmn__right-fpn	rtpj-minus-sham	sub-189	true	-0.1711535444	-0.1332022199	-0.1010124696	-0.08165496338	0.0379513245
smith09-reward_denoised	full	dmn__right-fpn	vlpfc-minus-sham	sub-189	true	-0.1711535444	-0.1332022199	-0.1010124696	-0.08165496338	0.0701410748
smith09-reward_denoised	full	dmn__right-fpn	both-minus-mean-rtpj-vlpfc	sub-189	true	-0.1711535444	-0.1332022199	-0.1010124696	-0.08165496338	0.03545238137
smith09-reward_denoised	full	dmn__right-fpn	mean-stimulation-minus-sham	sub-189	true	-0.1711535444	-0.1332022199	-0.1010124696	-0.08165496338	0.06586366011
smith09-reward_denoised	full	dmn__sensorimotor	both-minus-sham	sub-189	true	-0.1197447644	-0.02868735995	-0.2644646656	-0.1648303026	-0.0450855382
smith09-reward_denoised	full	dmn__sensorimotor	both-minus-rtpj	sub-189	true	-0.1197447644	-0.02868735995	-0.2644646656	-0.1648303026	-0.1361429427
smith09-reward_denoised	full	dmn__sensorimotor	both-minus-vlpfc	sub-189	true	-0.1197447644	-0.02868735995	-0.2644646656	-0.1648303026	0.099634363
smith09-reward_denoised	full	dmn__sensorimotor	rtpj-minus-vlpfc	sub-189	true	-0.1197447644	-0.02868735995	-0.2644646656	-0.1648303026	0.2357773056
smith09-reward_denoised	full	dmn__sensorimotor	rtpj-minus-sham	sub-189	true	-0.1197447644	-0.02868735995	-0.2644646656	-0.1648303026	0.09105740445
smith09-reward_denoised	full	dmn__sensorimotor	vlpfc-minus-sham	sub-189	true	-0.1197447644	-0.02868735995	-0.2644646656	-0.1648303026	-0.1447199012
smith09-reward_denoised	full	dmn__sensorimotor	both-minus-mean-rtpj-vlpfc	sub-189	true	-0.1197447644	-0.02868735995	-0.2644646656	-0.1648303026	-0.01825428983
smith09-reward_denoised	full	dmn__sensorimotor	mean-stimulation-minus-sham	sub-189	true	-0.1197447644	-0.02868735995	-0.2644646656	-0.1648303026	-0.03291601165
smith09-reward_denoised	full	ecn__brain-reward-signature	both-minus-sham	sub-189	true	-0.1924130139	-0.1319494319	-0.08274446231	-0.1925024357	-8.94218e-05
smith09-reward_denoised	full	ecn__brain-reward-signature	both-minus-rtpj	sub-189	true	-0.1924130139	-0.1319494319	-0.08274446231	-0.1925024357	-0.0605530038
smith09-reward_denoised	full	ecn__brain-reward-signature	both-minus-vlpfc	sub-189	true	-0.1924130139	-0.1319494319	-0.08274446231	-0.1925024357	-0.1097579734
smith09-reward_denoised	full	ecn__brain-reward-signature	rtpj-minus-vlpfc	sub-189	true	-0.1924130139	-0.1319494319	-0.08274446231	-0.1925024357	-0.04920496959
smith09-reward_denoised	full	ecn__brain-reward-signature	rtpj-minus-sham	sub-189	true	-0.1924130139	-0.1319494319	-0.08274446231	-0.1925024357	0.060463582
smith09-reward_denoised	full	ecn__brain-reward-signature	vlpfc-minus-sham	sub-189	true	-0.1924130139	-0.1319494319	-0.08274446231	-0.1925024357	0.1096685516
smith09-reward_denoised	full	ecn__brain-reward-signature	both-minus-mean-rtpj-vlpfc	sub-189	true	-0.1924130139	-0.1319494319	-0.08274446231	-0.1925024357	-0.08515548859
smith09-reward_denoised	full	ecn__brain-reward-signature	mean-stimulation-minus-sham	sub-189	true	-0.1924130139	-0.1319494319	-0.08274446231	-0.1925024357	0.05668090393
smith09-reward_denoised	full	ecn__left-fpn	both-minus-sham	sub-189	true	-0.1920070097	-0.2223894088	0.004693289808	-0.3277550364	-0.1357480267
smith09-reward_denoised	full	ecn__left-fpn	both-minus-rtpj	sub-189	true	-0.1920070097	-0.2223894088	0.004693289808	-0.3277550364	-0.1053656276
smith09-reward_denoised	full	ecn__left-fpn	both-minus-vlpfc	sub-189	true	-0.1920070097	-0.2223894088	0.004693289808	-0.3277550364	-0.3324483262
smith09-reward_denoised	full	ecn__left-fpn	rtpj-minus-vlpfc	sub-189	true	-0.1920070097	-0.2223894088	0.004693289808	-0.3277550364	-0.2270826986
smith09-reward_denoised	full	ecn__left-fpn	rtpj-minus-sham	sub-189	true	-0.1920070097	-0.2223894088	0.004693289808	-0.3277550364	-0.0303823991
smith09-reward_denoised	full	ecn__left-fpn	vlpfc-minus-sham	sub-189	true	-0.1920070097	-0.2223894088	0.004693289808	-0.3277550364	0.1967002995
smith09-reward_denoised	full	ecn__left-fpn	both-minus-mean-rtpj-vlpfc	sub-189	true	-0.1920070097	-0.2223894088	0.004693289808	-0.3277550364	-0.2189069769
smith09-reward_denoised	full	ecn__left-fpn	mean-stimulation-minus-sham	sub-189	true	-0.1920070097	-0.2223894088	0.004693289808	-0.3277550364	0.0101899579
smith09-reward_denoised	full	ecn__right-fpn	both-minus-sham	sub-189	true	0.04968714943	-0.08591647857	0.2120702861	-0.03540200611	-0.08508915554
smith09-reward_denoised	full	ecn__right-fpn	both-minus-rtpj	sub-189	true	0.04968714943	-0.08591647857	0.2120702861	-0.03540200611	0.05051447246
smith09-reward_denoised	full	ecn__right-fpn	both-minus-vlpfc	sub-189	true	0.04968714943	-0.08591647857	0.2120702861	-0.03540200611	-0.2474722922
smith09-reward_denoised	full	ecn__right-fpn	rtpj-minus-vlpfc	sub-189	true	0.04968714943	-0.08591647857	0.2120702861	-0.03540200611	-0.2979867647
smith09-reward_denoised	full	ecn__right-fpn	rtpj-minus-sham	sub-189	true	0.04968714943	-0.08591647857	0.2120702861	-0.03540200611	-0.135603628
smith09-reward_denoised	full	ecn__right-fpn	vlpfc-minus-sham	sub-189	true	0.04968714943	-0.08591647857	0.2120702861	-0.03540200611	0.1623831367
smith09-reward_denoised	full	ecn__right-fpn	both-minus-mean-rtpj-vlpfc	sub-189	true	0.04968714943	-0.08591647857	0.2120702861	-0.03540200611	-0.09847890987
smith09-reward_denoised	full	ecn__right-fpn	mean-stimulation-minus-sham	sub-189	true	0.04968714943	-0.08591647857	0.2120702861	-0.03540200611	-0.01943654896
smith09-reward_denoised	full	lateral-visual__auditory	both-minus-sham	sub-189	true	0.4291861045	0.2336380733	0.3654066263	0.3602907274	-0.0688953771
smith09-reward_denoised	full	lateral-visual__auditory	both-minus-rtpj	sub-189	true	0.4291861045	0.2336380733	0.3654066263	0.3602907274	0.1266526541
smith09-reward_denoised	full	lateral-visual__auditory	both-minus-vlpfc	sub-189	true	0.4291861045	0.2336380733	0.3654066263	0.3602907274	-0.0051158989
smith09-reward_denoised	full	lateral-visual__auditory	rtpj-minus-vlpfc	sub-189	true	0.4291861045	0.2336380733	0.3654066263	0.3602907274	-0.131768553
smith09-reward_denoised	full	lateral-visual__auditory	rtpj-minus-sham	sub-189	true	0.4291861045	0.2336380733	0.3654066263	0.3602907274	-0.1955480312
smith09-reward_denoised	full	lateral-visual__auditory	vlpfc-minus-sham	sub-189	true	0.4291861045	0.2336380733	0.3654066263	0.3602907274	-0.0637794782
smith09-reward_denoised	full	lateral-visual__auditory	both-minus-mean-rtpj-vlpfc	sub-189	true	0.4291861045	0.2336380733	0.3654066263	0.3602907274	0.0607683776
smith09-reward_denoised	full	lateral-visual__auditory	mean-stimulation-minus-sham	sub-189	true	0.4291861045	0.2336380733	0.3654066263	0.3602907274	-0.1094076288
smith09-reward_denoised	full	lateral-visual__brain-reward-signature	both-minus-sham	sub-189	true	0.1644507891	0.105243691	0.05256331573	0.01193745312	-0.152513336
smith09-reward_denoised	full	lateral-visual__brain-reward-signature	both-minus-rtpj	sub-189	true	0.1644507891	0.105243691	0.05256331573	0.01193745312	-0.09330623788
smith09-reward_denoised	full	lateral-visual__brain-reward-signature	both-minus-vlpfc	sub-189	true	0.1644507891	0.105243691	0.05256331573	0.01193745312	-0.04062586261
smith09-reward_denoised	full	lateral-visual__brain-reward-signature	rtpj-minus-vlpfc	sub-189	true	0.1644507891	0.105243691	0.05256331573	0.01193745312	0.05268037527
smith09-reward_denoised	full	lateral-visual__brain-reward-signature	rtpj-minus-sham	sub-189	true	0.1644507891	0.105243691	0.05256331573	0.01193745312	-0.0592070981
smith09-reward_denoised	full	lateral-visual__brain-reward-signature	vlpfc-minus-sham	sub-189	true	0.1644507891	0.105243691	0.05256331573	0.01193745312	-0.1118874734
smith09-reward_denoised	full	lateral-visual__brain-reward-signature	both-minus-mean-rtpj-vlpfc	sub-189	true	0.1644507891	0.105243691	0.05256331573	0.01193745312	-0.06696605025
smith09-reward_denoised	full	lateral-visual__brain-reward-signature	mean-stimulation-minus-sham	sub-189	true	0.1644507891	0.105243691	0.05256331573	0.01193745312	-0.1078693025
smith09-reward_denoised	full	lateral-visual__dmn	both-minus-sham	sub-189	true	-0.522794607	-0.5393405982	-0.3201690259	-0.4173296515	0.1054649555
smith09-reward_denoised	full	lateral-visual__dmn	both-minus-rtpj	sub-189	true	-0.522794607	-0.5393405982	-0.3201690259	-0.4173296515	0.1220109467
smith09-reward_denoised	full	lateral-visual__dmn	both-minus-vlpfc	sub-189	true	-0.522794607	-0.5393405982	-0.3201690259	-0.4173296515	-0.0971606256
smith09-reward_denoised	full	lateral-visual__dmn	rtpj-minus-vlpfc	sub-189	true	-0.522794607	-0.5393405982	-0.3201690259	-0.4173296515	-0.2191715723
smith09-reward_denoised	full	lateral-visual__dmn	rtpj-minus-sham	sub-189	true	-0.522794607	-0.5393405982	-0.3201690259	-0.4173296515	-0.0165459912
smith09-reward_denoised	full	lateral-visual__dmn	vlpfc-minus-sham	sub-189	true	-0.522794607	-0.5393405982	-0.3201690259	-0.4173296515	0.2026255811
smith09-reward_denoised	full	lateral-visual__dmn	both-minus-mean-rtpj-vlpfc	sub-189	true	-0.522794607	-0.5393405982	-0.3201690259	-0.4173296515	0.01242516055
smith09-reward_denoised	full	lateral-visual__dmn	mean-stimulation-minus-sham	sub-189	true	-0.522794607	-0.5393405982	-0.3201690259	-0.4173296515	0.09718151513
smith09-reward_denoised	full	lateral-visual__ecn	both-minus-sham	sub-189	true	-0.5839348154	-0.3126771628	-0.6757299551	-0.3668213283	0.2171134871
smith09-reward_denoised	full	lateral-visual__ecn	both-minus-rtpj	sub-189	true	-0.5839348154	-0.3126771628	-0.6757299551	-0.3668213283	-0.0541441655
smith09-reward_denoised	full	lateral-visual__ecn	both-minus-vlpfc	sub-189	true	-0.5839348154	-0.3126771628	-0.6757299551	-0.3668213283	0.3089086268
smith09-reward_denoised	full	lateral-visual__ecn	rtpj-minus-vlpfc	sub-189	true	-0.5839348154	-0.3126771628	-0.6757299551	-0.3668213283	0.3630527923
smith09-reward_denoised	full	lateral-visual__ecn	rtpj-minus-sham	sub-189	true	-0.5839348154	-0.3126771628	-0.6757299551	-0.3668213283	0.2712576526
smith09-reward_denoised	full	lateral-visual__ecn	vlpfc-minus-sham	sub-189	true	-0.5839348154	-0.3126771628	-0.6757299551	-0.3668213283	-0.0917951397
smith09-reward_denoised	full	lateral-visual__ecn	both-minus-mean-rtpj-vlpfc	sub-189	true	-0.5839348154	-0.3126771628	-0.6757299551	-0.3668213283	0.1273822306
smith09-reward_denoised	full	lateral-visual__ecn	mean-stimulation-minus-sham	sub-189	true	-0.5839348154	-0.3126771628	-0.6757299551	-0.3668213283	0.132192
smith09-reward_denoised	full	lateral-visual__left-fpn	both-minus-sham	sub-189	true	-0.06512547616	0.1083461546	-0.1600660093	0.02564080333	0.09076627949
smith09-reward_denoised	full	lateral-visual__left-fpn	both-minus-rtpj	sub-189	true	-0.06512547616	0.1083461546	-0.1600660093	0.02564080333	-0.08270535127
smith09-reward_denoised	full	lateral-visual__left-fpn	both-minus-vlpfc	sub-189	true	-0.06512547616	0.1083461546	-0.1600660093	0.02564080333	0.1857068126
smith09-reward_denoised	full	lateral-visual__left-fpn	rtpj-minus-vlpfc	sub-189	true	-0.06512547616	0.1083461546	-0.1600660093	0.02564080333	0.2684121639
smith09-reward_denoised	full	lateral-visual__left-fpn	rtpj-minus-sham	sub-189	true	-0.06512547616	0.1083461546	-0.1600660093	0.02564080333	0.1734716308
smith09-reward_denoised	full	lateral-visual__left-fpn	vlpfc-minus-sham	sub-189	true	-0.06512547616	0.1083461546	-0.1600660093	0.02564080333	-0.09494053314
smith09-reward_denoised	full	lateral-visual__left-fpn	both-minus-mean-rtpj-vlpfc	sub-189	true	-0.06512547616	0.1083461546	-0.1600660093	0.02564080333	0.05150073068
smith09-reward_denoised	full	lateral-visual__left-fpn	mean-stimulation-minus-sham	sub-189	true	-0.06512547616	0.1083461546	-0.1600660093	0.02564080333	0.05643245904
smith09-reward_denoised	full	lateral-visual__right-fpn	both-minus-sham	sub-189	true	0.02807875539	-0.2064184335	-0.1753764771	-0.09891381439	-0.1269925698
smith09-reward_denoised	full	lateral-visual__right-fpn	both-minus-rtpj	sub-189	true	0.02807875539	-0.2064184335	-0.1753764771	-0.09891381439	0.1075046191
smith09-reward_denoised	full	lateral-visual__right-fpn	both-minus-vlpfc	sub-189	true	0.02807875539	-0.2064184335	-0.1753764771	-0.09891381439	0.07646266271
smith09-reward_denoised	full	lateral-visual__right-fpn	rtpj-minus-vlpfc	sub-189	true	0.02807875539	-0.2064184335	-0.1753764771	-0.09891381439	-0.0310419564
smith09-reward_denoised	full	lateral-visual__right-fpn	rtpj-minus-sham	sub-189	true	0.02807875539	-0.2064184335	-0.1753764771	-0.09891381439	-0.2344971889
smith09-reward_denoised	full	lateral-visual__right-fpn	vlpfc-minus-sham	sub-189	true	0.02807875539	-0.2064184335	-0.1753764771	-0.09891381439	-0.2034552325
smith09-reward_denoised	full	lateral-visual__right-fpn	both-minus-mean-rtpj-vlpfc	sub-189	true	0.02807875539	-0.2064184335	-0.1753764771	-0.09891381439	0.09198364091
smith09-reward_denoised	full	lateral-visual__right-fpn	mean-stimulation-minus-sham	sub-189	true	0.02807875539	-0.2064184335	-0.1753764771	-0.09891381439	-0.1883149971
smith09-reward_denoised	full	lateral-visual__sensorimotor	both-minus-sham	sub-189	true	0.1257447281	-0.06495033657	0.1424028756	0.3309809923	0.2052362642
smith09-reward_denoised	full	lateral-visual__sensorimotor	both-minus-rtpj	sub-189	true	0.1257447281	-0.06495033657	0.1424028756	0.3309809923	0.3959313289
smith09-reward_denoised	full	lateral-visual__sensorimotor	both-minus-vlpfc	sub-189	true	0.1257447281	-0.06495033657	0.1424028756	0.3309809923	0.1885781167
smith09-reward_denoised	full	lateral-visual__sensorimotor	rtpj-minus-vlpfc	sub-189	true	0.1257447281	-0.06495033657	0.1424028756	0.3309809923	-0.2073532122
smith09-reward_denoised	full	lateral-visual__sensorimotor	rtpj-minus-sham	sub-189	true	0.1257447281	-0.06495033657	0.1424028756	0.3309809923	-0.1906950647
smith09-reward_denoised	full	lateral-visual__sensorimotor	vlpfc-minus-sham	sub-189	true	0.1257447281	-0.06495033657	0.1424028756	0.3309809923	0.0166581475
smith09-reward_denoised	full	lateral-visual__sensorimotor	both-minus-mean-rtpj-vlpfc	sub-189	true	0.1257447281	-0.06495033657	0.1424028756	0.3309809923	0.2922547228
smith09-reward_denoised	full	lateral-visual__sensorimotor	mean-stimulation-minus-sham	sub-189	true	0.1257447281	-0.06495033657	0.1424028756	0.3309809923	0.01039978234
smith09-reward_denoised	full	left-fpn__brain-reward-signature	both-minus-sham	sub-189	true	0.02657882788	-0.03002429681	0.1162871912	0.2815864457	0.2550076178
smith09-reward_denoised	full	left-fpn__brain-reward-signature	both-minus-rtpj	sub-189	true	0.02657882788	-0.03002429681	0.1162871912	0.2815864457	0.3116107425
smith09-reward_denoised	full	left-fpn__brain-reward-signature	both-minus-vlpfc	sub-189	true	0.02657882788	-0.03002429681	0.1162871912	0.2815864457	0.1652992545
smith09-reward_denoised	full	left-fpn__brain-reward-signature	rtpj-minus-vlpfc	sub-189	true	0.02657882788	-0.03002429681	0.1162871912	0.2815864457	-0.146311488
smith09-reward_denoised	full	left-fpn__brain-reward-signature	rtpj-minus-sham	sub-189	true	0.02657882788	-0.03002429681	0.1162871912	0.2815864457	-0.05660312469
smith09-reward_denoised	full	left-fpn__brain-reward-signature	vlpfc-minus-sham	sub-189	true	0.02657882788	-0.03002429681	0.1162871912	0.2815864457	0.08970836332
smith09-reward_denoised	full	left-fpn__brain-reward-signature	both-minus-mean-rtpj-vlpfc	sub-189	true	0.02657882788	-0.03002429681	0.1162871912	0.2815864457	0.2384549985
smith09-reward_denoised	full	left-fpn__brain-reward-signature	mean-stimulation-minus-sham	sub-189	true	0.02657882788	-0.03002429681	0.1162871912	0.2815864457	0.09603761882
smith09-reward_denoised	full	occipital-pole__auditory	both-minus-sham	sub-189	true	-0.1907101051	0.1195405822	-0.20890005	-0.2030624877	-0.0123523826
smith09-reward_denoised	full	occipital-pole__auditory	both-minus-rtpj	sub-189	true	-0.1907101051	0.1195405822	-0.20890005	-0.2030624877	-0.3226030699
